run,tag,step,value
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_accuracy_vs_iterations,7056,0.9316257834434509
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_accuracy_vs_iterations,7448,0.9314985275268555
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_accuracy_vs_iterations,7840,0.9273537397384644
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,392,0.43155476450920105
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,784,0.48764869570732117
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,1176,0.4974062144756317
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,1568,0.43229058384895325
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,1960,0.6312592029571533
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,2352,0.6507346034049988
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,2744,0.6747064590454102
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,3136,0.6824497580528259
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,3528,0.6915202140808105
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,3920,0.7034285664558411
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,4312,0.7121303081512451
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,4704,0.7159521579742432
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,5096,0.7071760892868042
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,5488,0.7142355442047119
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,5880,0.720594048500061
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,6272,0.719728946685791
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,6664,0.736858606338501
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,7056,0.7343965768814087
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,7448,0.7379056811332703
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_binary_iou_vs_iterations,7840,0.7298734188079834
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,392,0.22666117548942566
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,784,0.2917930781841278
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,1176,0.30658403038978577
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,1568,0.19949296116828918
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,1960,0.48039931058883667
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,2352,0.47319933772087097
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,2744,0.5234623551368713
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,3136,0.5181196928024292
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,3528,0.5437747240066528
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,3920,0.5153796672821045
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,4312,0.5471959114074707
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,4704,0.5671091079711914
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,5096,0.5639039278030396
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,5488,0.5772559642791748
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,5880,0.6104801893234253
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,6272,0.6177384853363037
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,6664,0.6019543409347534
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,7056,0.6202231645584106
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,7448,0.6223462820053101
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_dice_coef_vs_iterations,7840,0.5813549757003784
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,392,0.3393322825431824
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,784,0.30998310446739197
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,1176,0.30264735221862793
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,1568,0.34566524624824524
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,1960,0.2412123829126358
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,2352,0.23260949552059174
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,2744,0.21781985461711884
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,3136,0.21309249103069305
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,3528,0.2065238505601883
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,3920,0.23016215860843658
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,4312,0.2027960568666458
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,4704,0.20275022089481354
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,5096,0.1940489411354065
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,5488,0.1882285475730896
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,5880,0.1876475065946579
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,6272,0.18922460079193115
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,6664,0.1824762225151062
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,7056,0.17513620853424072
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,7448,0.17469388246536255
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_144_date_20220809\validation,evaluation_loss_vs_iterations,7840,0.19066666066646576
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,0,0.8581430912017822
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,1,0.861395537853241
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,2,0.8669621348381042
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,3,0.8660183548927307
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,4,0.8771855235099792
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,5,0.8845669627189636
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,6,0.8876205086708069
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,7,0.8922505378723145
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,8,0.897986114025116
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,9,0.9013964533805847
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,10,0.9040645360946655
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,11,0.9063644409179688
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,12,0.90807044506073
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,13,0.9097421169281006
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,14,0.9122372269630432
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,15,0.9134768843650818
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,16,0.9147579073905945
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,17,0.9161632061004639
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,18,0.91739821434021
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_accuracy,19,0.9182061553001404
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,0,0.44359278678894043
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,1,0.46587520837783813
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,2,0.5002385973930359
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,3,0.49851804971694946
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,4,0.5465977787971497
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,5,0.5711969137191772
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,6,0.5857017040252686
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,7,0.5984731316566467
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,8,0.616917610168457
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,9,0.629604697227478
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,10,0.6393782496452332
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,11,0.6480844020843506
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,12,0.653953492641449
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,13,0.6602432727813721
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,14,0.6688615083694458
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,15,0.6733555197715759
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,16,0.6781588792800903
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,17,0.6833436489105225
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,18,0.6881227493286133
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_binary_iou,19,0.6907377243041992
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,0,0.20040933787822723
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,1,0.241238072514534
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,2,0.28319665789604187
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,3,0.2894972264766693
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,4,0.34196737408638
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,5,0.3722507059574127
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,6,0.39391276240348816
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,7,0.412704735994339
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,8,0.4352220892906189
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,9,0.453738272190094
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,10,0.46801984310150146
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,11,0.48156335949897766
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,12,0.48703858256340027
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,13,0.4979778230190277
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,14,0.5101533532142639
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,15,0.5153928399085999
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,16,0.523505449295044
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,17,0.531462550163269
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,18,0.5386428833007812
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_dice_coef,19,0.5409207344055176
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,0,0.41193124651908875
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,1,0.6072757840156555
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,2,0.33298245072364807
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,3,0.37324827909469604
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,4,0.30521589517593384
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,5,0.29135432839393616
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,6,0.30677950382232666
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,7,0.2719270884990692
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,8,0.26309943199157715
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,9,0.2529217600822449
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,10,0.24708065390586853
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,11,0.24082277715206146
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,12,0.23716333508491516
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,13,0.23303939402103424
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,14,0.22754260897636414
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,15,0.2249213308095932
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,16,0.22172409296035767
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,17,0.21818426251411438
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,18,0.21487940847873688
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\train,epoch_loss,19,0.21317259967327118
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,0,0.8637710809707642
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,1,0.863582193851471
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,2,0.887589156627655
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,3,0.8672941327095032
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,4,0.9024555087089539
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,5,0.9003171920776367
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,6,0.8664560317993164
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,7,0.9074787497520447
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,8,0.9155325293540955
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,9,0.919895350933075
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,10,0.9206271767616272
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,11,0.9216997623443604
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,12,0.9233289957046509
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,13,0.922756552696228
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,14,0.9270287752151489
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,15,0.9145205616950989
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,16,0.9296613335609436
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,17,0.9296222925186157
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,18,0.9319761395454407
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_accuracy,19,0.9311972260475159
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,0,0.4464629292488098
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,1,0.4447183907032013
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,2,0.5864042043685913
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,3,0.45996159315109253
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,4,0.6160224080085754
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,5,0.5987767577171326
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,6,0.45868590474128723
fit\landsat_8\unet_model_opt_rmsprop_lr_0.001_batch_16_epochs_20_filters_32_size_176_date_20220809\validation,epoch_binary_iou,7,0.627932608127594
